Date;High price;Low price;Closing price;Turnover
2016-05-06;1317.69;1300.9;1309.17;
2016-05-09;1336.61;1309.52;1328.2;
2016-05-10;1342.26;1328.68;1332.58;
2016-05-11;1338.52;1321.79;1326.13;
2016-05-12;1332.7;1311.3;1312.28;
2016-05-13;1325.85;1304.86;1323.18;
2016-05-16;1336.63;1311.61;1336.14;
2016-05-17;1348.46;1327.55;1331.71;
2016-05-18;1340.96;1322.26;1340.93;
2016-05-19;1340.75;1321.8;1321.8;
2016-05-20;1342.99;1322.23;1342.68;
2016-05-23;1345.52;1332.03;1338.97;
2016-05-24;1358.68;1327.56;1357.1;
2016-05-25;1370.45;1358.24;1367.07;
2016-05-26;1376.44;1364.17;1376.15;
2016-05-27;1379.2;1370.39;1376.5;
2016-05-30;1380.44;1371.69;1379.8;
2016-05-31;1383.38;1368.53;1369.48;
2016-06-01;1369.58;1351.9;1356.75;
2016-06-02;1364.12;1354.94;1359.14;
2016-06-03;1369.68;1338.94;1345.44;
2016-06-07;1369.03;1346.99;1367.15;
2016-06-08;1366.56;1359.11;1361.49;
2016-06-09;1362.45;1343.22;1344;
2016-06-10;1343.15;1313.36;1315.06;
2016-06-13;1312.79;1290.37;1294.51;
2016-06-14;1294.32;1270.16;1273.97;
2016-06-15;1306.89;1275.89;1304.09;
2016-06-16;1301.27;1270.71;1278.71;
2016-06-17;1300.27;1280.58;1298.38;
2016-06-20;1340.36;1301.39;1340.29;
2016-06-21;1346.92;1331.5;1344.59;
2016-06-22;1357.91;1338.65;1354.6;
2016-06-23;1366.98;1347.43;1360.73;
2016-06-27;1353.23;1240.68;1246.1;
2016-06-28;1290.36;1247;1278.52;
2016-06-29;1309.62;1280.69;1309.57;
2016-06-30;1324.38;1300.69;1323.57;
2016-07-01;1342.18;1325.17;1340.26;
2016-07-04;1345.73;1324.86;1325.54;
2016-07-05;1324.93;1300.46;1303.01;
2016-07-06;1303.68;1275.23;1284.58;
2016-07-07;1313.45;1285.06;1305.33;
2016-07-08;1326.76;1300.27;1326.21;
2016-07-11;1351.36;1328.73;1350.09;
2016-07-12;1358.76;1346.39;1354.51;
2016-07-13;1363.4;1351.76;1356.35;
2016-07-14;1369.72;1356.79;1364.92;
2016-07-15;1377.4;1361.11;1372.8;
2016-07-18;1380.06;1360.12;1368.25;
2016-07-19;1378.72;1360.79;1371.9;
2016-07-20;1386.72;1373.65;1386.59;
2016-07-21;1390.46;1373.42;1381.7;
2016-07-22;1382.08;1372.16;1377.47;
2016-07-25;1397.03;1381.26;1385.97;
2016-07-26;1389.95;1375.75;1382.73;
2016-07-27;1395.87;1383.69;1387.51;
2016-07-28;1393.07;1379.78;1382.08;
2016-07-29;1389.83;1382.09;1386.66;
2016-08-01;1395.74;1374.81;1379.46;
2016-08-02;1380.37;1357.43;1358.62;
2016-08-03;1362.28;1347.09;1352.34;
2016-08-04;1366.35;1354.03;1365.85;
2016-08-05;1381.16;1366.14;1378.83;
2016-08-08;1388.44;1379.79;1385.68;
2016-08-09;1411.35;1382.87;1411.35;
2016-08-10;1410.43;1403.96;1405.99;
2016-08-11;1416.9;1401.14;1416.9;
2016-08-12;1419.81;1410.84;1414.21;
2016-08-15;1424.7;1413.82;1421.58;
2016-08-16;1419.66;1405.13;1406.26;
2016-08-17;1411.33;1389.75;1392.05;
2016-08-18;1405.31;1392.74;1403.02;
2016-08-19;1405.77;1386.7;1393.61;
2016-08-22;1403.66;1387.99;1391.47;
2016-08-23;1408.92;1392.48;1406.55;
2016-08-24;1419.24;1396.53;1412.94;
2016-08-25;1411.91;1401.13;1405.08;
2016-08-26;1414.51;1397.97;1411.65;
2016-08-29;1411.98;1400.47;1411.98;
2016-08-30;1423.5;1411.98;1418.43;
2016-08-31;1429.11;1416;1418.14;
2016-09-01;1430.6;1416.51;1417.59;
2016-09-02;1437.24;1418.25;1437.24;
2016-09-05;1443.22;1437.47;1440.76;
2016-09-06;1444.72;1434.17;1435.19;
2016-09-07;1443.46;1435.74;1441.52;
2016-09-08;1443.21;1430.53;1440.03;
2016-09-09;1440.88;1424.91;1426.56;
2016-09-12;1426.5;1400.2;1417.36;
2016-09-13;1427.12;1410.79;1410.79;
2016-09-14;1418.13;1407.02;1409.89;
2016-09-15;1417.64;1401.5;1416.83;
2016-09-16;1415.5;1404.02;1405.31;
2016-09-19;1421.48;1407.02;1419.01;
2016-09-20;1424.9;1415.12;1418.44;
2016-09-21;1434.71;1420.14;1422.66;
2016-09-22;1448.05;1423.35;1446.01;
2016-09-23;1446.07;1432.31;1437.52;
2016-09-26;1436.56;1415.2;1418.19;
2016-09-27;1428.7;1403.92;1421.2;
2016-09-28;1436.04;1422.59;1425.24;
2016-09-29;1442.89;1425.38;1434.81;
2016-09-30;1439.08;1407.99;1439.08;
2016-10-03;1450.7;1437.67;1443.46;
2016-10-04;1456.35;1442.63;1456.22;
2016-10-05;1455.22;1445.96;1452.5;
2016-10-06;1461.51;1452.82;1458.38;
2016-10-07;1458.05;1444.9;1451.65;
2016-10-10;1467.78;1449.09;1467.45;
2016-10-11;1468.16;1454.7;1455.41;
2016-10-12;1459.7;1442.5;1442.5;
2016-10-13;1442.5;1422.09;1426.69;
2016-10-14;1447.58;1430.02;1446;
2016-10-17;1447.24;1436.66;1438.28;
2016-10-18;1459.94;1441.43;1458.63;
2016-10-19;1462.67;1448.05;1455.27;
2016-10-20;1467.85;1449.38;1465.84;
2016-10-21;1472.06;1458.63;1464.85;
2016-10-24;1473.48;1454.99;1456.79;
2016-10-25;1461.1;1449.89;1451.27;
2016-10-26;1458.8;1440.69;1454.21;
2016-10-27;1459.61;1445.57;1456.55;
2016-10-28;1461.19;1443.07;1459.36;
2016-10-31;1458.96;1444.75;1446.35;
2016-11-01;1457.01;1431.87;1431.87;
2016-11-02;1431.37;1416.5;1417.37;
2016-11-03;1429.76;1413.91;1421.01;
2016-11-04;1420.25;1404.58;1406.1;
2016-11-07;1434.17;1407.88;1431.77;
2016-11-08;1441.37;1427.2;1439.43;
2016-11-09;1458.96;1391.81;1456.71;
2016-11-10;1479.31;1453.68;1460.52;
2016-11-11;1470.52;1449.66;1451.53;
2016-11-14;1469.59;1438.41;1443.08;
2016-11-15;1467.28;1445.5;1466.46;
2016-11-16;1473.83;1454.46;1458.25;
2016-11-17;1472.62;1454.15;1472.05;
2016-11-18;1478.75;1467.7;1476.47;
2016-11-21;1482.12;1466.02;1478.58;
2016-11-22;1490.29;1478.62;1485.05;
2016-11-23;1488.68;1476.36;1482.63;
2016-11-24;1487.72;1479.18;1484.33;
2016-11-25;1491.23;1478.33;1491.23;
2016-11-28;1491.06;1469.88;1472.68;
2016-11-29;1479.07;1462.3;1467.18;
2016-11-30;1484.02;1466.79;1481.14;
2016-12-01;1482.56;1473.35;1477.95;
2016-12-02;1477.92;1461.66;1470.08;
2016-12-05;1490.63;1462.92;1483.29;
2016-12-06;1492.17;1479.69;1492.17;
2016-12-07;1503.98;1493.18;1503.95;
2016-12-08;1520.15;1503.38;1520.15;
2016-12-09;1538.38;1514.16;1534.27;
2016-12-12;1541;1529.29;1537.93;
2016-12-13;1551.96;1535.48;1551;
2016-12-14;1551.09;1538.63;1541.39;
2016-12-15;1551.14;1532.1;1550.52;
2016-12-16;1553.6;1544.38;1548.2;
2016-12-19;1552.55;1542.03;1542.71;
2016-12-20;1547.86;1535.12;1536.72;
2016-12-21;1537.35;1521.64;1525.47;
2016-12-22;1525.27;1515.61;1519.54;
2016-12-23;1528.42;1519.28;1525.8;
2016-12-27;1536.01;1525.48;1533.31;
2016-12-28;1532.86;1526.29;1527.3;
2016-12-29;1526.7;1516.92;1518.37;
2016-12-30;1522.06;1511.28;1517.2;
2017-01-02;1530.61;1510.67;1526.83;
2017-01-03;1541.2;1526.26;1534.7;
2017-01-04;1538.77;1527.59;1530.93;
2017-01-05;1530.93;1521.88;1522.1;
2017-01-09;1525.38;1504.07;1509.82;
2017-01-10;1516.57;1506.3;1510.09;
2017-01-11;1517.75;1501.03;1511.88;
2017-01-12;1513.24;1499.58;1503.31;
2017-01-13;1522.49;1504.22;1522.49;
2017-01-16;1518.27;1511.07;1512.97;
2017-01-17;1514.58;1498.74;1507.32;
2017-01-18;1515.99;1503.11;1515.99;
2017-01-19;1521.92;1508.48;1513.92;
2017-01-20;1527.38;1507.78;1525.49;
2017-01-23;1524.37;1503.05;1504.69;
2017-01-24;1522.87;1504.91;1522.85;
2017-01-25;1545.99;1523.99;1545.99;
2017-01-26;1563.52;1551.22;1553.89;
2017-01-27;1553.79;1536.77;1538.76;
2017-01-30;1538.5;1526.47;1528.89;
2017-01-31;1548.14;1528.63;1536.75;
2017-02-01;1554.15;1537.47;1547.31;
2017-02-02;1554.58;1544.6;1551.85;
2017-02-03;1559.13;1550.11;1557.31;
2017-02-06;1558.92;1547.39;1548.9;
2017-02-07;1560.71;1545.73;1550.94;
2017-02-08;1552.25;1540.03;1549.24;
2017-02-09;1557.5;1545.69;1557.5;
2017-02-10;1568.21;1556.66;1562.73;
2017-02-13;1572.53;1563.08;1572.18;
2017-02-14;1573.11;1563.74;1569.75;
2017-02-15;1577.73;1568.17;1574.02;
2017-02-16;1580.99;1572.27;1576.33;
2017-02-17;1578.91;1566.47;1570.59;
